row_id,link_type,url,http,status,final_url
23,pubmed,https://pubmed.ncbi.nlm.nih.gov/26068415/,200,alive,https://pubmed.ncbi.nlm.nih.gov/26068415/
23,doi,https://doi.org/10.1038/ncomms8208,200,alive,https://www.nature.com/articles/ncomms8208?error=cookies_not_supported&code=0e323bc3-fbba-48fd-accf-7f96c9df4cf1
24,orig,https://academic.oup.com/ajcn/article/101/2/398/4494397,403,blocked,https://academic.oup.com/ajcn/article/101/2/398/4494397
24,pubmed,https://pubmed.ncbi.nlm.nih.gov/25646338/,200,alive,https://pubmed.ncbi.nlm.nih.gov/25646338/
24,doi,https://doi.org/10.3945/ajcn.114.094557,200,alive,https://linkinghub.elsevier.com/retrieve/pii/S0002916522049863
25,orig,http://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005487,200,alive,https://journals.plos.org:443/plosgenetics/article?id=10.1371/journal.pgen.1005487
25,pubmed,https://pubmed.ncbi.nlm.nih.gov/26352407/,200,alive,https://pubmed.ncbi.nlm.nih.gov/26352407/
25,doi,https://doi.org/10.1371/journal.pgen.1005487,200,alive,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005487
26,orig,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005510,200,alive,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005510
26,pubmed,https://pubmed.ncbi.nlm.nih.gov/26401656/,200,alive,https://pubmed.ncbi.nlm.nih.gov/26401656/
26,doi,https://doi.org/10.1371/journal.pgen.1005510,200,alive,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005510
27,orig,http://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005553,200,alive,https://journals.plos.org:443/plosgenetics/article?id=10.1371/journal.pgen.1005553
27,pubmed,https://pubmed.ncbi.nlm.nih.gov/26540294/,200,alive,https://pubmed.ncbi.nlm.nih.gov/26540294/
27,doi,https://doi.org/10.1371/journal.pgen.1005553,200,alive,https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005553
28,orig,https://www.sciencedirect.com/science/article/pii/S0952327814001987,403,blocked,https://www.sciencedirect.com/science/article/pii/S0952327814001987
28,pubmed,https://pubmed.ncbi.nlm.nih.gov/25500335/,200,alive,https://pubmed.ncbi.nlm.nih.gov/25500335/
28,doi,https://doi.org/10.1016/j.plefa.2014.11.007,200,alive,https://linkinghub.elsevier.com/retrieve/pii/S0952327814001987
29,orig,https://www.nature.com/articles/ncomms11122,200,alive,https://www.nature.com/articles/ncomms11122?error=cookies_not_supported&code=d2e8f4e7-fb55-4432-814b-cef8d447e4eb
29,pubmed,https://pubmed.ncbi.nlm.nih.gov/27005778/,200,alive,https://pubmed.ncbi.nlm.nih.gov/27005778/
29,doi,https://doi.org/10.1038/ncomms11122,200,alive,https://www.nature.com/articles/ncomms11122?error=cookies_not_supported&code=8d1daad0-8b4e-482c-be4e-38f63b484918
30,orig,https://www.nature.com/articles/ncomms12360,200,alive,https://www.nature.com/articles/ncomms12360?error=cookies_not_supported&code=082f47bd-6438-4392-84ae-76ba1f32fcf2
30,pubmed,https://pubmed.ncbi.nlm.nih.gov/27453504/,200,alive,https://pubmed.ncbi.nlm.nih.gov/27453504/
30,doi,https://doi.org/10.1038/ncomms12360,200,alive,https://www.nature.com/articles/ncomms12360?error=cookies_not_supported&code=245b77fd-99ba-4152-8616-14c4cbbee77f
31,orig,https://onlinelibrary.wiley.com/doi/full/10.1002/gepi.21980,403,blocked,https://onlinelibrary.wiley.com/doi/full/10.1002/gepi.21980
31,pubmed,https://pubmed.ncbi.nlm.nih.gov/27256581/,200,alive,https://pubmed.ncbi.nlm.nih.gov/27256581/
31,doi,https://doi.org/10.1002/gepi.21980,403,blocked,https://onlinelibrary.wiley.com/doi/10.1002/gepi.21980
32,orig,https://www.ncbi.nlm.nih.gov/pubmed/27602404,200,alive,https://pubmed.ncbi.nlm.nih.gov/27602404/
32,pubmed,https://pubmed.ncbi.nlm.nih.gov/27602404/,200,alive,https://pubmed.ncbi.nlm.nih.gov/27602404/
32,doi,https://doi.org/10.1126/sciadv.1600800,403,blocked,https://www.science.org/doi/10.1126/sciadv.1600800
33,orig,https://academic.oup.com/hmg/article/25/24/5472/2581117,403,blocked,https://academic.oup.com/hmg/article/25/24/5472/2581117
36,orig,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0153672,200,alive,https://journals.plos.org:443/plosone/article?id=10.1371/journal.pone.0153672
36,pubmed,https://pubmed.ncbi.nlm.nih.gov/27073872/,200,alive,https://pubmed.ncbi.nlm.nih.gov/27073872/
36,doi,https://doi.org/10.1371/journal.pone.0153672,200,alive,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0153672
34,orig,http://www.jlr.org/content/58/5/974.long,403,blocked,https://www.jlr.org/content/58/5/974.long
35,orig,https://academic.oup.com/hmg/article/26/17/3442/3953984,403,blocked,https://academic.oup.com/hmg/article/26/17/3442/3953984
37,orig,https://www.nature.com/articles/ng.3809,200,alive,https://www.nature.com/articles/ng.3809?error=cookies_not_supported&code=b22fac25-8602-4367-99a2-f4b92e264ec7
37,pubmed,https://pubmed.ncbi.nlm.nih.gov/28263315/,200,alive,https://pubmed.ncbi.nlm.nih.gov/28263315/
37,doi,https://doi.org/10.1038/ng.3809,200,alive,https://www.nature.com/articles/ng.3809?error=cookies_not_supported&code=56ded44f-17ff-4e36-9caa-6101c6100577
38,orig,https://www.nature.com/articles/s41467-017-01972-9,200,alive,https://www.nature.com/articles/s41467-017-01972-9?error=cookies_not_supported&code=afe55074-d703-4d45-b8da-0b3fdf85e3b4
38,pubmed,https://pubmed.ncbi.nlm.nih.gov/29362361/,200,alive,https://pubmed.ncbi.nlm.nih.gov/29362361/
38,doi,https://doi.org/10.1038/s41467-017-01972-9,200,alive,https://www.nature.com/articles/s41467-017-01972-9?error=cookies_not_supported&code=f1796fc9-9cdf-471d-ae95-4d698ec18e92
39,orig,https://academic.oup.com/hmg/article/27/9/1664/4899080,403,blocked,https://academic.oup.com/hmg/article/27/9/1664/4899080
40,orig,https://www.genetics.org/content/209/2/607,403,blocked,https://academic.oup.com/genetics/article/209/2/607/5930962
40,pubmed,https://pubmed.ncbi.nlm.nih.gov/29610217/,200,alive,https://pubmed.ncbi.nlm.nih.gov/29610217/
40,doi,https://doi.org/10.1534/genetics.118.300751,403,blocked,https://academic.oup.com/genetics/article/209/2/607/5930962
41,orig,https://eventpilot.us/web/page.php?nav=false&page=Session&project=ASHG18&id=20302107&plannersession=true,200,alive,https://eventpilot.us/web/page.php?nav=false&page=Session&project=ASHG18&id=20302107&plannersession=true
42,orig,https://www.nature.com/articles/s41467-019-11954-8,200,alive,https://www.nature.com/articles/s41467-019-11954-8?error=cookies_not_supported&code=ef2a25d8-a791-4a79-9bea-acf9e6378de5
42,orig,https://www.biorxiv.org/content/early/2018/10/31/457960,403,blocked,https://www.biorxiv.org/content/early/2018/10/31/457960
42,orig,https://eventpilot.us/web/page.php?nav=false&page=Session&project=ASHG18&id=10302103&plannersession=true,200,alive,https://eventpilot.us/web/page.php?nav=false&page=Session&project=ASHG18&id=10302103&plannersession=true
42,pubmed,https://pubmed.ncbi.nlm.nih.gov/31551469/,200,alive,https://pubmed.ncbi.nlm.nih.gov/31551469/
42,doi,https://doi.org/10.1038/s41467-019-11954-8,200,alive,https://www.nature.com/articles/s41467-019-11954-8?error=cookies_not_supported&code=f9c43774-2ff4-4dd4-ab93-90c83688c482
43,orig,https://www.nature.com/articles/s41467-019-08936-1,200,alive,https://www.nature.com/articles/s41467-019-08936-1?error=cookies_not_supported&code=99ea6643-ae71-4a5d-9a43-2bf0ca63755d
43,pubmed,https://pubmed.ncbi.nlm.nih.gov/30837465/,200,alive,https://pubmed.ncbi.nlm.nih.gov/30837465/
43,doi,https://doi.org/10.1038/s41467-019-08936-1,200,alive,https://www.nature.com/articles/s41467-019-08936-1?error=cookies_not_supported&code=e3d324bf-7330-482a-bb67-86c186711e4a
44,orig,https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-019-5772-4,200,alive,https://link.springer.com/article/10.1186/s12864-019-5772-4?error=cookies_not_supported&code=5dbda7f7-fa95-474c-9a75-caace3263457
44,pubmed,https://pubmed.ncbi.nlm.nih.gov/31113383/,200,alive,https://pubmed.ncbi.nlm.nih.gov/31113383/
44,doi,https://doi.org/10.1186/s12864-019-5772-4,200,alive,https://link.springer.com/article/10.1186/s12864-019-5772-4?error=cookies_not_supported&code=bf0a3d8d-6799-4e64-a716-9f3dcfbb3ccb
45,orig,https://www.ncbi.nlm.nih.gov/pubmed/31169883,200,alive,https://pubmed.ncbi.nlm.nih.gov/31169883/
45,pubmed,https://pubmed.ncbi.nlm.nih.gov/31169883/,200,alive,https://pubmed.ncbi.nlm.nih.gov/31169883/
45,doi,https://doi.org/10.1210/jc.2019-00757,403,blocked,https://academic.oup.com/jcem/article/104/11/5008/5511541
46,orig,https://www.biorxiv.org/content/10.1101/621334v2,403,blocked,https://www.biorxiv.org/content/10.1101/621334v2
46,doi,https://doi.org/10.1101/621334,403,blocked,https://www.biorxiv.org/lookup/doi/10.1101/621334
47,orig,https://www.nature.com/articles/s41598-019-56496-7,200,alive,https://www.nature.com/articles/s41598-019-56496-7?error=cookies_not_supported&code=1434d563-ac6f-428c-a7fc-7879eb9b144b
47,pubmed,https://pubmed.ncbi.nlm.nih.gov/31882771/,200,alive,https://pubmed.ncbi.nlm.nih.gov/31882771/
47,doi,https://doi.org/10.1038/s41598-019-56496-7,200,alive,https://www.nature.com/articles/s41598-019-56496-7?error=cookies_not_supported&code=8bd9dced-46fd-45b5-acff-2578b13f58e5
48,orig,https://www.nature.com/articles/s41588-019-0567-8,200,alive,https://www.nature.com/articles/s41588-019-0567-8?error=cookies_not_supported&code=6a95e98b-5e36-476a-a8be-8d24be93d7c8
48,pubmed,https://pubmed.ncbi.nlm.nih.gov/31959995/,200,alive,https://pubmed.ncbi.nlm.nih.gov/31959995/
48,doi,https://doi.org/10.1038/s41588-019-0567-8,200,alive,https://www.nature.com/articles/s41588-019-0567-8?error=cookies_not_supported&code=90498b5f-8505-4205-b932-328df989eddc
49,orig,https://doi.org/10.1093/hmg/ddz308,403,blocked,https://academic.oup.com/hmg/article/29/5/864/5709833
49,pubmed,https://pubmed.ncbi.nlm.nih.gov/31960908/,200,alive,https://pubmed.ncbi.nlm.nih.gov/31960908/
49,doi,https://doi.org/10.1093/hmg/ddz308,403,blocked,https://academic.oup.com/hmg/article/29/5/864/5709833
50,orig,https://www.nature.com/articles/s41586-020-2896-2,200,alive,https://www.nature.com/articles/s41586-020-2896-2?error=cookies_not_supported&code=6d2e631d-bb4b-413d-99dd-4d003f4d6180
50,pubmed,https://pubmed.ncbi.nlm.nih.gov/33177712/,200,alive,https://pubmed.ncbi.nlm.nih.gov/33177712/
50,doi,https://doi.org/10.1038/s41586-020-2896-2,200,alive,https://www.nature.com/articles/s41586-020-2896-2?error=cookies_not_supported&code=705b3110-7ad3-4f94-95d7-54511e93fff2
51,orig,https://www.mdpi.com/2072-6643/12/2/310,403,blocked,https://www.mdpi.com/2072-6643/12/2/310
51,pubmed,https://pubmed.ncbi.nlm.nih.gov/31991592/,200,alive,https://pubmed.ncbi.nlm.nih.gov/31991592/
51,doi,https://doi.org/10.3390/nu12020310,403,blocked,https://www.mdpi.com/2072-6643/12/2/310
52,orig,https://www.cell.com/ajhg/fulltext/S0002-9297(20)30323-2,403,blocked,https://www.cell.com/ajhg/fulltext/S0002-9297(20)30323-2
52,pubmed,https://pubmed.ncbi.nlm.nih.gov/33031748/,200,alive,https://pubmed.ncbi.nlm.nih.gov/33031748/
52,doi,https://doi.org/10.1016/j.ajhg.2020.09.003,200,alive,https://linkinghub.elsevier.com/retrieve/pii/S0002929720303232
54,orig,https://www.medrxiv.org/content/10.1101/2020.08.01.20166413v1,200,alive,https://www.medrxiv.org/content/10.1101/2020.08.01.20166413v1
54,doi,https://doi.org/10.1101/2020.08.01.20166413,200,alive,https://www.medrxiv.org/content/10.1101/2020.08.01.20166413v1
56,orig,https://nhlbiwgs.org/abstract-viewer-public,000,dead,https://nhlbiwgs.org/abstract-viewer-public
53,orig,https://www.nature.com/articles/s42003-020-01583-z,200,alive,https://www.nature.com/articles/s42003-020-01583-z?error=cookies_not_supported&code=76083c0a-5cbf-457f-9b8b-be8223a826ea
53,orig,https://www.biorxiv.org/content/10.1101/2020.02.14.948398v1,403,blocked,https://www.biorxiv.org/content/10.1101/2020.02.14.948398v1
53,pubmed,https://pubmed.ncbi.nlm.nih.gov/33437055/,200,alive,https://pubmed.ncbi.nlm.nih.gov/33437055/
53,doi,https://doi.org/10.1038/s42003-020-01583-z,200,alive,https://www.nature.com/articles/s42003-020-01583-z?error=cookies_not_supported&code=a1606956-0967-41c5-838c-a9383e3f82d1
55,orig,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-02087-1,200,alive,https://link.springer.com/article/10.1186/s12916-021-02087-1?error=cookies_not_supported&code=11c477d7-e9f3-4995-9c93-1e1a403bc29d
55,orig,https://www.medrxiv.org/content/10.1101/2020.10.16.20213520v1,200,alive,https://www.medrxiv.org/content/10.1101/2020.10.16.20213520v1
55,pubmed,https://pubmed.ncbi.nlm.nih.gov/34503513/,200,alive,https://pubmed.ncbi.nlm.nih.gov/34503513/
55,doi,https://doi.org/10.1186/s12916-021-02087-1,200,alive,https://link.springer.com/article/10.1186/s12916-021-02087-1?error=cookies_not_supported&code=37905a41-8d49-410a-af91-613649736336
57,orig,https://www.nature.com/articles/s41588-020-00751-5,200,alive,https://www.nature.com/articles/s41588-020-00751-5?error=cookies_not_supported&code=b420b017-a3ff-4fa5-a6ab-d16361981d07
57,orig,https://www.biorxiv.org/content/10.1101/2020.02.03.932541v1,403,blocked,https://www.biorxiv.org/content/10.1101/2020.02.03.932541v1
57,pubmed,https://pubmed.ncbi.nlm.nih.gov/33414548/,200,alive,https://pubmed.ncbi.nlm.nih.gov/33414548/
57,doi,https://doi.org/10.1038/s41588-020-00751-5,200,alive,https://www.nature.com/articles/s41588-020-00751-5?error=cookies_not_supported&code=5b06173d-a38f-4138-9e6c-aa7a5cd05b2a
58,orig,https://academic.oup.com/hmg/article/30/6/500/6089115,403,blocked,https://academic.oup.com/hmg/article/30/6/500/6089115
58,pubmed,https://pubmed.ncbi.nlm.nih.gov/33437986/,200,alive,https://pubmed.ncbi.nlm.nih.gov/33437986/
58,doi,https://doi.org/10.1093/hmg/ddab002,403,blocked,https://academic.oup.com/hmg/article/30/6/500/6089115
59,orig,https://onlinelibrary.wiley.com/doi/full/10.1002/ctm2.290,403,blocked,https://onlinelibrary.wiley.com/doi/full/10.1002/ctm2.290
59,pubmed,https://pubmed.ncbi.nlm.nih.gov/33634981/,200,alive,https://pubmed.ncbi.nlm.nih.gov/33634981/
59,doi,https://doi.org/10.1002/ctm2.290,403,blocked,https://onlinelibrary.wiley.com/doi/10.1002/ctm2.290
60,orig,https://www.nature.com/articles/s41467-020-20877-8,200,alive,https://www.nature.com/articles/s41467-020-20877-8?error=cookies_not_supported&code=58a03c10-07bf-4776-9881-be9323275dd3
60,pubmed,https://pubmed.ncbi.nlm.nih.gov/33574263/,200,alive,https://pubmed.ncbi.nlm.nih.gov/33574263/
60,doi,https://doi.org/10.1038/s41467-020-20877-8,200,alive,https://www.nature.com/articles/s41467-020-20877-8?error=cookies_not_supported&code=610b526b-e516-4524-8d5c-15f9c2e29b0c
61,orig,https://www.medrxiv.org/content/10.1101/2021.03.26.21254347v1,200,alive,https://www.medrxiv.org/content/10.1101/2021.03.26.21254347v1
61,doi,https://doi.org/10.1101/2021.03.26.21254347,200,alive,https://www.medrxiv.org/content/10.1101/2021.03.26.21254347v1
62,orig,https://www.kidney-international.org/article/S0085-2538(21)00361-6/abstract,403,blocked,https://www.kidney-international.org/article/S0085-2538(21)00361-6/abstract
63,orig,https://pubs.acs.org/doi/10.1021/acs.jproteome.1c00585,403,blocked,https://pubs.acs.org/doi/10.1021/acs.jproteome.1c00585
63,orig,https://www.biorxiv.org/content/10.1101/2020.05.22.110197v1,403,blocked,https://www.biorxiv.org/content/10.1101/2020.05.22.110197v1
63,pubmed,https://pubmed.ncbi.nlm.nih.gov/34699229/,200,alive,https://pubmed.ncbi.nlm.nih.gov/34699229/
63,doi,https://doi.org/10.1021/acs.jproteome.1c00585,403,blocked,https://pubs.acs.org/doi/10.1021/acs.jproteome.1c00585
64,orig,https://www.biorxiv.org/content/10.1101/2021.05.21.445208v1,403,blocked,https://www.biorxiv.org/content/10.1101/2021.05.21.445208v1
64,doi,https://doi.org/10.1101/2021.05.21.445208,403,blocked,https://www.biorxiv.org/lookup/doi/10.1101/2021.05.21.445208
67,orig,https://doi.org/10.2337/db21-0397,403,blocked,https://diabetesjournals.org/diabetes/article/70/12/2932/139064/Genetic-Studies-of-Metabolomics-Change-After-a
67,pubmed,https://pubmed.ncbi.nlm.nih.gov/34610981/,200,alive,https://pubmed.ncbi.nlm.nih.gov/34610981/
67,doi,https://doi.org/10.2337/db21-0397,403,blocked,https://diabetesjournals.org/diabetes/article/70/12/2932/139064/Genetic-Studies-of-Metabolomics-Change-After-a
65,orig,https://doi.org/10.1093/hmg/ddab312,403,blocked,https://academic.oup.com/hmg/article/31/19/3367/6408939
65,pubmed,https://pubmed.ncbi.nlm.nih.gov/34718574/,200,alive,https://pubmed.ncbi.nlm.nih.gov/34718574/
65,doi,https://doi.org/10.1093/hmg/ddab312,403,blocked,https://academic.oup.com/hmg/article/31/19/3367/6408939
66,orig,https://www.mdpi.com/2218-1989/12/1/61,403,blocked,https://www.mdpi.com/2218-1989/12/1/61
66,pubmed,https://pubmed.ncbi.nlm.nih.gov/35050183/,200,alive,https://pubmed.ncbi.nlm.nih.gov/35050183/
66,doi,https://doi.org/10.3390/metabo12010061,403,blocked,https://www.mdpi.com/2218-1989/12/1/61
